	zscore	H_statistic	H_pvalue	S0S2_pvalue	S0S3_pvalue	S0S4_pvalue	S0S1_pvalue
Prr14l	1.6915022134780884	29.323927495478106	1.9145154868903363e-06	1.7289079289839522e-05	0.005032500454253952	0.0003108176336234591	1.0
Dennd1b	1.5806394815444946	29.20393915538344	2.0289860138154792e-06	0.0002508702931285704	5.126460667961535e-06	3.4531400044682377e-05	1.0
Fbxo4	1.6095917224884033	29.202068449130028	2.030823727028546e-06	0.00015662151207754269	0.00015662151207754269	0.0022981466281913137	1.0
B4galt1	1.7111390829086304	29.19882411412725	2.034014781385743e-06	6.954553230275073e-07	1.1392579047019862e-06	6.954553230275073e-07	1.0
Prpf4b	1.7108848094940186	29.174046916014785	2.0585506494059635e-06	8.39852282936818e-07	9.376448750348682e-06	3.2869375283029155e-06	1.0
Mepce	1.706213116645813	29.148923937427323	2.083730466369972e-06	3.314514220954023e-05	0.0005398396772501332	0.0005398396772501332	1.0
Smg1	1.6018017530441284	29.131062132505143	2.1018193757553107e-06	8.274623422385164e-05	8.274623422385164e-05	0.0015016418816400504	1.0
Cd74	1.6772500276565552	29.119765062767264	2.1133408819828476e-06	6.3330963941160255e-06	8.464826051101533e-06	3.129998423189013e-05	1.0
Psma3	1.6052658557891846	29.110885549813926	2.122441016382708e-06	0.0007432001336377172	3.3100538654848994e-06	0.0001673202678597339	1.0
Phf5a	1.7111155986785889	29.104898367155105	2.128599016218914e-06	1.5807965654803891e-06	1.540252044576534e-06	1.540252044576534e-06	1.0
Stard5	1.677486538887024	29.102677576221843	2.1308876972064634e-06	2.8787564535627185e-06	0.005970021603395787	1.7552394027040255e-05	1.0
Gm4955	1.5710163116455078	29.05518754252459	2.1804214562871855e-06	0.00041530295192104247	0.0005476792379438505	0.007025614950547821	1.0
Psma2	1.6229890584945679	28.994770693957847	2.2451022459245965e-06	6.251920024611901e-06	6.001991093333071e-07	6.251920024611901e-06	1.0
Vat1	1.7213826179504395	28.98739582625022	2.2531275779341897e-06	9.480416599904982e-05	0.00010203267419831942	6.9848319832017566e-06	1.0
Hdac7	1.6870310306549072	28.953319489271728	2.29058272856744e-06	0.00011493473510809051	0.00047143580253778566	0.001091902902174167	1.0
Med22	1.7247490882873535	28.9380416489162	2.3075765176858726e-06	9.888045171461415e-07	3.303165037472651e-05	5.314343635604028e-06	1.0
B630005N14Rik	1.7058486938476562	28.895368870690017	2.3557114407858346e-06	5.56836941042095e-06	0.00024225807862312128	7.719530254567334e-05	1.0
Khdc3	1.721751093864441	28.886719285171605	2.3655896173839797e-06	8.562303218505628e-06	0.00018820972281480798	0.00012829493584072681	1.0
Wdr92	1.677704930305481	28.87654323003868	2.3772640093402424e-06	1.5508719749020753e-06	0.004232905541980455	2.1964338461797883e-06	1.0
Pik3r5	1.6347824335098267	28.76353371465894	2.510841786811079e-06	0.00046949466357268924	1.5699786240443944e-06	0.00015243791042203844	1.0
Gpbp1l1	1.5933375358581543	28.72748766101475	2.5550039086024038e-06	0.00018368310768591376	0.00015393490156043418	0.0022229274887743274	1.0
Fbxo18	1.7227885723114014	28.72291386194134	2.560662660864662e-06	6.488289882020635e-07	1.9845875345756326e-05	1.7883247904426317e-06	1.0
Nr1h2	1.594862461090088	28.71370383156649	2.5720953760634627e-06	0.0002364362875497904	4.22703491178047e-05	0.0026775315048975417	1.0
Map3k2	1.6848434209823608	28.652731022436278	2.6490782821956074e-06	0.00019865845535245265	0.0029829709149876925	0.0040221544025639076	1.0
Scaf8	1.7253080606460571	28.635644386493748	2.6710609190279266e-06	4.488380191149163e-06	0.0001898254325927795	5.3743805757332306e-05	1.0
Ndufb9	1.5737403631210327	28.614650051871948	2.69832031052706e-06	0.00021958437654152947	9.067463989005477e-05	0.00232926156546884	1.0
Glrp1	1.7236919403076172	28.479856022887372	2.8800734759485924e-06	7.077778012033274e-07	9.655601453595283e-06	1.1890611951942716e-06	1.0
Prrc2c	1.5700432062149048	28.478636827835913	2.881771945338742e-06	0.0002167200907342648	0.00012316531630933683	0.0023582930059138515	1.0
Son	1.6588423252105713	28.333079339820205	3.0918999039902177e-06	7.589214377823756e-06	8.194357833914628e-07	7.589214377823756e-06	1.0
Qdpr	1.6771482229232788	28.316253209508822	3.1171553342104093e-06	1.3737135093407468e-06	0.004219189411534163	1.3737135093407468e-06	1.0
Gm14698	1.7262405157089233	28.299891110680832	3.1419116253892752e-06	1.1629620948565812e-06	2.443008987935916e-05	4.737254988945691e-06	1.0
Ncl	1.698348879814148	28.283333744161094	3.1671630420886347e-06	8.807778215219022e-06	6.258066929347293e-06	3.355949858652685e-06	1.0
C030014I23Rik	1.7260515689849854	28.24116197193213	3.2323969789728953e-06	4.156180244171579e-06	3.3131165057895606e-05	1.0722049741976519e-06	1.0
Bak1	1.6011625528335571	28.16582861698462	3.3522810477442163e-06	8.025275397068378e-05	9.052671309972048e-07	4.8839872253475575e-05	1.0
Eif3g	1.7073218822479248	28.14658381327392	3.38361171753425e-06	0.00045222008456864866	0.002281891542907496	2.6196466342313915e-05	1.0
Dcaf12	1.6096227169036865	28.09059524624993	3.4764324952139246e-06	0.0010194032764587442	1.920523273270471e-05	0.00012012307735889836	1.0
Atp6ap1	1.622657060623169	28.014122057273713	3.6073314597152376e-06	6.0346199053926473e-05	1.436765591448537e-05	0.0005002616438010967	1.0
Rtf1	1.7315807342529297	27.913820334412367	3.7864996424766884e-06	7.219916264182041e-07	1.089238412778409e-05	7.219916264182041e-07	1.0
Timp2	1.6214567422866821	27.876987684009762	3.854499035818351e-06	0.000364334539759001	1.0150051028198765e-06	0.000364334539759001	1.0
Phc1	1.7019624710083008	27.872166001836188	3.863490396735083e-06	2.1620869466184047e-06	7.0612949431687735e-06	7.0612949431687735e-06	1.0
Pum3	1.7298983335494995	27.847020025396827	3.910722234989599e-06	1.2406192994643954e-06	0.0001225129244738706	7.69984558286313e-07	1.0
Map3k1	1.605981707572937	27.79964263088313	4.0012820615831425e-06	3.1455565793038427e-06	0.001112391118506269	2.292725673393935e-05	1.0
Ube2k	1.667905330657959	27.774086761793235	4.050996464565228e-06	9.274542041582574e-06	2.533923042891131e-06	4.4700290061652425e-06	1.0
Kcmf1	1.5889700651168823	27.749520127660695	4.099367242212279e-06	0.0013192340143261972	1.034335754099385e-05	0.00026324806375367985	1.0
Syf2	1.6146727800369263	27.699033235160183	4.200590267683641e-06	0.000178372697385472	4.145878948810188e-05	0.0017773738073637226	1.0
Arf6	1.6352099180221558	27.68378447323328	4.231650530027514e-06	8.781971850619514e-05	3.6866159788043e-05	0.0009041375018435208	1.0
Gm20045	1.7301158905029297	27.627235952967844	4.348847884828482e-06	1.0668231923566108e-06	0.00047421036653655336	1.7004778111192363e-06	1.0
Mysm1	1.6814558506011963	27.617004102597857	4.370396830970976e-06	4.85568086911322e-06	7.342255004504304e-06	1.2191072566937799e-05	1.0
Rpl24	1.6869198083877563	27.607122313202343	4.391309629602147e-06	6.63723527753098e-06	6.036315306515941e-06	2.931628959143333e-05	1.0
AF251705	1.7127283811569214	27.580481005626684	4.44818921835584e-06	5.315412789853159e-06	3.1314812694227344e-06	3.1314812694227344e-06	1.0
Uty	1.5993374586105347	27.579528983256008	4.4502353444948575e-06	0.000545493920832125	0.0006053947870727882	0.006248679298249036	1.0
Rab15	1.7235209941864014	27.505061779627237	4.613226844812287e-06	0.0009855486299014352	0.0009855486299014352	0.00011286282505499891	1.0
Hnrnpa3	1.6341837644577026	27.378786556956715	4.903337813762934e-06	7.81203224609653e-05	1.0353870470257888e-06	7.584748708506516e-05	1.0
Cox7a2	1.5065515041351318	27.353955922965554	4.962490851647239e-06	0.0006101762930510998	1.5061703905409553e-06	0.0006101762930510998	1.0
Vsir	1.6866792440414429	27.3283190861673	5.024311416988495e-06	7.075240696964063e-05	7.075240696964063e-05	0.0005858582195620434	1.0
Cops5	1.7317975759506226	27.315323317115443	5.055942166908521e-06	1.1040536311492698e-06	2.1236765618260208e-05	1.1273261694905697e-06	1.0
Dcaf13	1.7253838777542114	27.314579160343644	5.057759390736921e-06	2.5189827444803393e-06	2.5976298594268035e-05	1.242077439831317e-06	1.0
Rcc2	1.729134440422058	27.27927540297835	5.1447236193176554e-06	1.4557761410976786e-06	0.00020330575536790172	4.919388713514337e-06	1.0
Prpf38b	1.5692051649093628	27.255575290960557	5.203939569204268e-06	4.333566265642568e-05	4.333566265642568e-05	0.00032926839424014315	1.0
Bid	1.6184618473052979	27.210609444451237	5.318163976102122e-06	0.0013794241755824368	8.261335665209263e-05	0.00012280586182815076	1.0
Bnip2	1.6464639902114868	27.189086364764183	5.373719561626429e-06	6.001258189488235e-05	0.00013082496810504538	0.00046879733692140404	1.0
Ap3d1	1.7112791538238525	27.168709088728924	5.426850954125133e-06	2.3723799121183247e-05	1.0374556233601699e-05	8.312344829133073e-06	1.0
Zfp280d	1.7312339544296265	27.16647711301182	5.4327023199234295e-06	8.732598852224913e-07	4.1580446351362214e-05	8.732598852224913e-07	1.0
Ppfia1	1.713659405708313	27.14256488578066	5.495787049589888e-06	2.1552449884988303e-06	5.206390792330627e-06	2.828472660162669e-06	1.0
Rfxank	1.725872278213501	27.077241326881246	5.671871529013654e-06	3.895872460544362e-06	8.494834135718683e-05	2.4836118561444652e-05	1.0
Hnrnpk	1.5751901865005493	27.041919981791054	5.769415351256546e-06	0.0007350362145560065	4.172318279874586e-06	0.001554235871876036	1.0
Ggnbp2	1.6703509092330933	26.96337921716498	5.9923529521137345e-06	1.7546629361046383e-05	1.7546629361046383e-05	0.00013540513775721404	1.0
Ubr5	1.6462647914886475	26.840812039781156	6.357547494089547e-06	0.00027794553343038134	0.0012127793308726786	0.0022306975818898287	1.0
Ell	1.6170443296432495	26.830720378188452	6.388587198657203e-06	0.0006082773616002236	0.00020684167282545698	0.005092900883588434	1.0
Mfsd12	1.7307628393173218	26.762025588749736	6.603931376090172e-06	2.0038903128921163e-06	5.9174063017989596e-05	1.3548829658062361e-06	1.0
Sumo2	1.725144386291504	26.700565309423126	6.802725402724943e-06	3.0807457447158846e-06	0.0002014826388881298	1.585598166820089e-05	1.0
Rc3h1	1.6884492635726929	26.698555873513236	6.80932474086851e-06	2.9192501048259016e-05	0.0007139216540975327	0.0003819975226445425	1.0
Pias3	1.7183451652526855	26.682830139935863	6.861191796207153e-06	3.819745596935435e-06	5.114637164121115e-05	1.8746379765350013e-05	1.0
Psma7	1.6241599321365356	26.676390902869183	6.882543403920577e-06	8.305136567520022e-05	2.4889936109597033e-05	0.0006163762945780404	1.0
Dhrs3	1.670055866241455	26.657832759292667	6.94445104670707e-06	0.005366506370495519	0.003155720079233139	0.00037353427230210737	1.0
Ttf1	1.6442828178405762	26.637862964579707	7.011688268755019e-06	0.0004922845073319399	0.0026258515331682238	0.004735805075350495	1.0
Cnot1	1.6195555925369263	26.618501126516893	7.077498393102304e-06	6.670101567903324e-06	9.219481928420025e-06	1.324962441534346e-05	1.0
Reep4	1.7207280397415161	26.606626958767425	7.118162602974264e-06	1.5978862661866866e-06	0.0005996224021572429	1.5978862661866866e-06	1.0
Ddi2	1.6577191352844238	26.524972419173324	7.404178116486639e-06	0.0003938318115315314	0.003431140098154947	0.006055558347380011	1.0
Gm28183	1.7283499240875244	26.51448467681605	7.441735141836811e-06	2.7783177887493636e-06	3.337876744797262e-05	1.741165107210866e-06	1.0
Nmt2	1.7284551858901978	26.49280446583934	7.51997625819444e-06	1.5858222549911154e-05	0.00032747278671612826	3.2505552034876916e-06	1.0
Mpdu1	1.6720376014709473	26.492680859893945	7.52042468019567e-06	1.361586804395343e-05	7.99761271076297e-06	5.193022848158169e-05	1.0
Rpl36al	1.702601671218872	26.469550862315348	7.604807645198868e-06	3.0679501546463564e-06	0.0014147436352727521	9.889142922546094e-06	1.0
Sin3a	1.6879961490631104	26.45848087045264	7.645526703290041e-06	4.055756207209731e-05	0.004034587697005719	0.0005311801779961201	1.0
Gm11696	1.7134884595870972	26.456506432620774	7.652812149353937e-06	2.807606204364414e-06	5.847400998252355e-06	2.807606204364414e-06	1.0
Tmed10	1.5739164352416992	26.450895473010934	7.673553755566259e-06	0.0004873637979780317	4.9131711970504495e-06	0.0009791530365245193	1.0
Metap1	1.7012947797775269	26.440871926691834	7.71074667324258e-06	8.213300512907767e-06	8.213300512907767e-06	5.363082574243715e-06	1.0
Slx4ip	1.7235627174377441	26.427929851869166	7.759035003472764e-06	2.31729478796324e-06	3.178898816565471e-05	5.664564158077021e-06	1.0
Ube2l3	1.5081735849380493	26.402098851638133	7.856316896736316e-06	0.009183140597551322	9.029432303114685e-06	0.006628502738292325	1.0
Osbpl1a	1.7079088687896729	26.34446323052714	8.077785302018955e-06	2.8509281586234044e-05	2.8509281586234044e-05	8.854075026047839e-06	1.0
Clta	1.6967346668243408	26.27816588629219	8.340247313186943e-06	2.7238882410757746e-06	2.7238882410757746e-06	2.7238882410757746e-06	1.0
Larp1	1.5723762512207031	26.23789361836494	8.50381415769264e-06	0.0010903812075584245	4.587103897791577e-05	0.00601139314493069	1.0
Gnb2l1	1.7065787315368652	26.18818010992655	8.710145321508444e-06	2.0162407268083693e-05	5.7823320941177434e-05	9.370787653670325e-05	1.0
Atf7ip	1.6328555345535278	26.168054456869402	8.795087813979691e-06	0.0005796871973832489	4.078330133648756e-05	7.565730175745707e-05	1.0
Uqcrc2	1.731697916984558	26.167127349665805	8.799020612779968e-06	1.514714956848472e-06	2.3468311376130588e-05	1.514714956848472e-06	1.0
U2af1	1.7115005254745483	26.145701830277027	8.890398094318574e-06	4.973625310509341e-06	2.3492502089885674e-05	1.7805286784860436e-05	1.0
Acap2	1.5193499326705933	26.119025113963367	9.005495125641461e-06	0.00034481774138606314	4.5508739430529505e-06	0.0001332175663755365	1.0
R3hdm2	1.6640278100967407	25.998839635509068	9.54274378098777e-06	0.0005290063323385954	0.0031421710176418463	0.004023895178695764	1.0
Erap1	1.5559993982315063	25.940320773672514	9.815786114478358e-06	0.009716854438023642	0.0005929631586722112	0.0015662611662857757	1.0
Rps27rt	1.6794283390045166	25.914339502514117	9.939495875830051e-06	0.00041580272474628225	0.0031384733112240263	0.003156388874716298	1.0
Nup54	1.6987230777740479	25.883742368763475	1.0087179136053662e-05	1.9066646921912927e-05	1.9066646921912927e-05	8.46821184645015e-06	1.0
Grik5	1.7291163206100464	25.86020993232246	1.0202250120900178e-05	2.2053320664771306e-06	3.3472974487112546e-05	2.2053320664771306e-06	1.0
Det1	1.7291163206100464	25.86020993232246	1.0202250120900178e-05	2.2053320664771306e-06	3.3472974487112546e-05	2.2053320664771306e-06	1.0
Fyco1	1.6054953336715698	25.838731846943894	1.030841774483643e-05	0.0008032391314463608	0.0011869898616039477	0.007444184488161565	1.0
Ing4	1.6701337099075317	25.834172343449424	1.0331097055735705e-05	0.00021963499879822392	0.0007483188983258465	0.001716222323277011	1.0
Fubp1	1.6340606212615967	25.753117342472837	1.0742677564156832e-05	0.0074685164304990476	0.0007616651860473563	0.0007616651860473563	1.0
Zcrb1	1.597692608833313	25.733492997741333	1.0844760063881016e-05	3.7385757458258085e-05	3.7172073172813567e-06	2.6594446401326026e-05	1.0
Nyx	1.7287262678146362	25.697316594083727	1.1035485400040825e-05	1.861090244983148e-06	3.378320354464808e-05	1.861090244983148e-06	1.0
Hnrnpab	1.7111989259719849	25.69387280649955	1.1053814802794597e-05	4.198602093095419e-06	7.72017791271364e-06	4.198602093095419e-06	1.0
Hgf	1.7225359678268433	25.67056285824434	1.1178681653095874e-05	1.2696297234917631e-05	0.00019173849841733597	9.25232700848995e-05	1.0
Srsf1	1.6762702465057373	25.60851063153447	1.1517981679745194e-05	6.61390640017659e-06	6.265266086202011e-06	6.265266086202011e-06	1.0
Gstt1	1.7164965867996216	25.604885291528543	1.1538119471304798e-05	1.3174372317292119e-05	0.00019656827313579062	9.565567313789261e-05	1.0
Ifi27	1.5507850646972656	25.58418458544044	1.1653780748892066e-05	0.0007779875128958559	3.4456574828857915e-06	0.0007779875128958559	1.0
Fam21	1.5941575765609741	25.557859251290026	1.1802540015219205e-05	0.000992332928422161	2.2474540261717774e-05	0.0001958712243907451	1.0
Gtf2f1	1.7009938955307007	25.555501068842577	1.1815957685814928e-05	5.583216903299862e-05	0.002005380882678272	0.0006781522471859617	1.0
Tbc1d20	1.6486458778381348	25.501776687463128	1.212579508315671e-05	0.0045175681829016726	0.00021042377902097108	0.00048044186185672083	1.0
Mpp1	1.6299285888671875	25.499193940812823	1.2140892619876479e-05	0.008044809314465945	6.486016835512642e-05	0.0019141315821076094	1.0
Mrpl54	1.6863048076629639	25.458554752922065	1.2380933279456744e-05	0.0010605151064974015	0.0010605151064974015	0.00012172488591429734	1.0
Ifnar1	1.605393648147583	25.390663553677392	1.279254348832936e-05	0.0002137439238640341	4.655501102444804e-06	0.00011160706238187079	1.0
Ppig	1.69015371799469	25.37220072765896	1.29068207334109e-05	0.00018661615833518228	0.0024312834345386757	0.001747007154060258	1.0
Mrps12	1.6736842393875122	25.367344812311018	1.293704553086625e-05	9.40614500407276e-06	0.009468536602183174	1.741645790859172e-05	1.0
Cdip1	1.6999728679656982	25.34126734507266	1.3100571434021598e-05	0.0011323069306061041	0.0007371478538759323	0.00014897308667716485	1.0
Dhx8	1.6941102743148804	25.294066748234986	1.3401814541142348e-05	6.960026640420311e-05	0.00010226430994228783	0.00035384744959242683	1.0
Raver1	1.6885955333709717	25.279083180817796	1.3498879224801055e-05	3.314146860759293e-05	1.553752042653472e-05	1.553752042653472e-05	1.0
Aen	1.718219518661499	25.27710024013861	1.3511777275376058e-05	6.486192354081435e-06	1.6958293081864532e-05	4.7144358193896815e-06	1.0
Siva1	1.7071146965026855	25.241659949104623	1.3744382367026922e-05	0.0003899580692752924	0.0014794168004169947	3.767868517058366e-05	1.0
Rpl36a	1.6934645175933838	25.231045503608286	1.3814821949637112e-05	0.0004764830905541531	0.003314245142015539	0.003314245142015539	1.0
Trmt10c	1.7184503078460693	25.183661951396434	1.413368436438146e-05	1.3336866630204452e-05	0.00120879939167992	4.8495082925457636e-06	1.0
Tmem214	1.7221535444259644	25.1232690481332	1.4550750008341792e-05	3.676862280197921e-06	0.0007653262349042654	4.65058531143552e-06	1.0
Ftsj3	1.7201805114746094	25.08251966239349	1.4839070615558424e-05	0.00012141243491206904	0.0025729701011659376	1.6994232484643943e-05	1.0
Rbm42	1.6470699310302734	25.022494707499423	1.5274181216047237e-05	0.0009217750602772169	0.0009217750602772169	0.008708554002176242	1.0
Mak	1.7151479721069336	25.020222851599165	1.5290897020807088e-05	0.0024683385338893434	0.0023502087609620667	0.0003774551587423889	1.0
Lpin2	1.5742738246917725	24.979584963523248	1.5593001433659853e-05	0.00042377452183775326	3.6315865060620575e-06	0.00042377452183775326	1.0
Ppp1r37	1.7319889068603516	24.969932589287083	1.5665627963556537e-05	2.103516219377077e-06	9.84111498103593e-05	2.103516219377077e-06	1.0
Gpank1	1.6617661714553833	24.96582998193276	1.569659890461856e-05	1.4027256232596679e-05	7.423122294123107e-06	1.4296227856391734e-05	1.0
Hsp90aa1	1.634917974472046	24.932693778739942	1.594899512164194e-05	0.00023234795809541043	5.805449019358056e-05	0.001506623632623471	1.0
Zfp523	1.6866596937179565	24.91411896969784	1.609224380095753e-05	0.00011626682786214966	2.284307404716136e-05	2.284307404716136e-05	1.0
1110065P20Rik	1.712638258934021	24.85895853959034	1.65252452681097e-05	3.5350976937536997e-05	3.5350976937536997e-05	1.0776970353731603e-05	1.0
Polr2l	1.712767243385315	24.833805356020623	1.6726531441778936e-05	0.00020895718862203416	0.002669688460754084	0.0021614397415542215	1.0
Ssb	1.7256840467453003	24.81867336763375	1.684879952514761e-05	4.607541119468234e-06	2.177594158481038e-05	4.607541119468234e-06	1.0
Vps18	1.6405260562896729	24.79976240922376	1.700285545234508e-05	0.004076925358149982	0.0010026034615654646	0.0007798604826827439	1.0
Rpl12	1.7158687114715576	24.790950127292003	1.7075122572037303e-05	0.005871457256132789	0.004611324791330628	0.0007804523314022367	1.0
Rubcn	1.7253687381744385	24.751365882268413	1.7403537943104598e-05	6.134609587495916e-06	8.840786531612943e-05	1.7642187641267814e-05	1.0
Mesdc2	1.7239378690719604	24.732293967095018	1.756401083770082e-05	6.20230510827121e-06	8.909928801328019e-05	1.784164149629091e-05	1.0
Nsf	1.630464792251587	24.7259144858296	1.761801696548132e-05	0.00015771152036133437	0.00015771152036133437	0.001540746262110258	1.0
Commd4	1.655722975730896	24.724558399553334	1.7629518366483577e-05	0.0008752490873854507	7.875595077787681e-05	0.00012688481138912493	1.0
Setd2	1.6666613817214966	24.71646218043286	1.7698340907425203e-05	0.00010579034033502961	0.00017702085795910842	0.0005557126007859789	1.0
Zdhhc24	1.7210886478424072	24.685461942092957	1.796434618974644e-05	3.3220493234015627e-06	0.0008915446860695853	3.3220493234015627e-06	1.0
Scnm1	1.6989465951919556	24.67676029890495	1.8039726656332424e-05	7.294223160048332e-06	7.294223160048332e-06	7.294223160048332e-06	1.0
Zcchc4	1.7098032236099243	24.66496585456164	1.8142403013231294e-05	0.00023851736494470444	0.00045528898457388703	3.0210823988547316e-05	1.0
Sphk1	1.7067923545837402	24.61621968253738	1.8572978481427577e-05	2.2692107309926704e-05	1.1728721550389011e-05	1.4344342382911317e-05	1.0
Tmem167	1.6275970935821533	24.60532427719619	1.8670602197565698e-05	0.0010458492113658748	0.0018970883241432885	0.008908734932212342	1.0
Gigyf1	1.6264865398406982	24.591097923217944	1.87988419306422e-05	0.005605882543889242	0.0012962572827579352	0.0010926395422046996	1.0
Urgcp	1.7289692163467407	24.578539820451358	1.891277313070316e-05	5.208627225862852e-06	0.00033748020357665567	1.2838748319339725e-05	1.0
Cbll1	1.6751761436462402	24.553535604385587	1.9141673318539682e-05	1.3560509595357037e-05	1.186935565144651e-05	1.992332638548432e-05	1.0
Ern1	1.7143616676330566	24.540557798534	1.9261564764181897e-05	9.009768337227027e-06	2.9957229114895745e-05	2.1399541938692103e-05	1.0
4921524J17Rik	1.714780330657959	24.5364865130654	1.929933011368887e-05	4.984517239024548e-06	1.7648919909874347e-05	4.984517239024548e-06	1.0
Kansl1l	1.5270277261734009	24.53586275115883	1.930512266271547e-05	0.0008272528317406564	5.144389378055274e-06	0.0008272528317406564	1.0
Clock	1.7275264263153076	24.49324714825412	1.970500320353068e-05	5.464468152406452e-06	0.00034665112230890325	1.3486852475266043e-05	1.0
Mtf1	1.6544994115829468	24.45104899514133	2.0109101951794846e-05	7.540956234187208e-05	7.540956234187208e-05	0.0005705824741056571	1.0
Csnk2b	1.6405515670776367	24.434260444921033	2.027216050367738e-05	0.00019416290343868134	0.00019416290343868134	0.0019407670170139787	1.0
Ntan1	1.6709239482879639	24.381426107247727	2.079396375838181e-05	0.0009663825369294894	0.0009663825369294894	0.005756776735091466	1.0
Smim3	1.525206446647644	24.375440269765534	2.0853919188796294e-05	0.007674426427693183	2.5785599728799328e-05	0.00318368691307656	1.0
Cul3	1.5496867895126343	24.3459586993817	2.1151736870077086e-05	0.001260182502470453	2.198297676932137e-05	0.002909849346659843	1.0
Lfng	1.5688492059707642	24.310976998943612	2.1510620594437428e-05	0.0004851393082552529	6.011390029353397e-06	0.0003785563435633377	1.0
Sp1	1.694312334060669	24.296313106556553	2.1662859782960092e-05	1.4752971937287384e-05	2.510052507267805e-05	2.510052507267805e-05	1.0
Nxt1	1.7302852869033813	24.266300154881147	2.1977808462870953e-05	3.225131448287459e-06	6.782028752271436e-05	3.225131448287459e-06	1.0
Havcr2	1.6971468925476074	24.24622283361604	2.2191038890542935e-05	2.9197693343084127e-05	1.4375890686791344e-05	1.4375890686791344e-05	1.0
Ppan	1.7265682220458984	24.17768029121668	2.2934650489158453e-05	1.4120914279854868e-05	8.860559961910237e-05	6.818097512341638e-06	1.0
Dpm1	1.7080347537994385	24.13826058596638	2.3373507932982097e-05	7.2086616078072345e-06	0.002704493825112455	7.2086616078072345e-06	1.0
Asun	1.636494755744934	24.123922881468197	2.3535196397434378e-05	0.0013707405947360268	0.0013707405947360268	0.007263713183055414	1.0
Mki67	1.5920608043670654	24.096851876212217	2.3843526182435776e-05	0.001989161169164479	0.0001522215321380974	0.00027562252700726964	1.0
Rbm10	1.7099491357803345	24.059536036561003	2.4275152203594818e-05	7.83538107135391e-05	0.0006727869506098547	0.0006727869506098547	1.0
Fbxl17	1.7099491357803345	24.059536036561003	2.4275152203594818e-05	7.83538107135391e-05	0.0006727869506098547	0.0006727869506098547	1.0
Mapkapk3	1.7216675281524658	24.01899009894283	2.4752973106458216e-05	1.2210520736277544e-05	7.755295595682656e-05	7.017775585146071e-06	1.0
Paxbp1	1.691309928894043	24.01000696170231	2.4860098664412915e-05	6.375610929969468e-05	6.375610929969468e-05	0.00029708335681965023	1.0
Pex13	1.6207448244094849	24.00298503686987	2.4944158098587333e-05	4.39764010152529e-05	7.323396307782316e-06	4.39764010152529e-05	1.0
Hypk	1.726691484451294	23.99999014676182	2.4980096045673393e-05	4.69542409259297e-06	4.389746645062657e-05	4.69542409259297e-06	1.0
Cldnd1	1.6591579914093018	23.995044119839882	2.503956018851787e-05	0.00034700868218163203	0.0004923407596158503	0.0020161445885333064	1.0
Ddx46	1.7110025882720947	23.97873100764142	2.523668826611002e-05	2.779910648770416e-05	0.002458681092286601	0.0001808918789918433	1.0
Cir1	1.6972582340240479	23.975227807492843	2.527922237882881e-05	0.0003128827455534791	0.0012153471708839347	0.002095263853361706	1.0
Shc1	1.714145541191101	23.959082099698932	2.547618095824906e-05	2.1594921294301472e-05	0.00030185517960756235	0.00011873719169484104	1.0
Unc93a	1.7061935663223267	23.95858495865965	2.5482269705134532e-05	0.0002053394134407989	0.0002053394134407989	3.6715068041273404e-05	1.0
Ptpn11	1.6202919483184814	23.94359620143484	2.566652756824359e-05	8.236919623594458e-05	4.550127409847283e-05	0.00038953457457277215	1.0
Arid3b	1.7069629430770874	23.937679853797636	2.5739622667673162e-05	5.002416504476695e-05	8.353153790733643e-05	0.00016222617910024236	1.0
Adamts14	1.7156517505645752	23.93237645060088	2.580532132200395e-05	0.00026227781674936735	0.00026227781674936735	5.066884867628654e-05	1.0
BC005624	1.5923291444778442	23.886087653059732	2.638589035932645e-05	9.779436403549271e-05	9.460808061489165e-06	0.00016384665529867295	1.0
Pdxk	1.713210940361023	23.851190638722876	2.6832171021866756e-05	0.0003727673378332973	0.0003727673378332973	7.378420798721859e-05	1.0
Fzr1	1.7313004732131958	23.815934515151703	2.7290684275187305e-05	1.329681949753201e-05	0.0005430368673982533	7.0125646157286885e-06	1.0
Trim33	1.6630011796951294	23.78019966144794	2.7763392968841724e-05	7.980578530403355e-05	7.980578530403355e-05	0.0005189312418730498	1.0
Spryd3	1.6981984376907349	23.778086124470914	2.7791605546112824e-05	0.00011199672758438988	0.007784697982496563	0.0010305554081579777	1.0
Spred1	1.7045878171920776	23.772682236197973	2.7863869420479164e-05	0.00015800461856113775	0.0006381855861841985	0.0009010109860008741	1.0
Rhoq	1.6690706014633179	23.719468208608177	2.8585556793332982e-05	1.379718816485243e-05	1.379718816485243e-05	1.379718816485243e-05	1.0
Synrg	1.7111562490463257	23.710710764408816	2.870609754480857e-05	8.593763354630876e-05	0.001812625467133959	0.0007747753380379965	1.0
Phactr4	1.7236435413360596	23.674348123698703	2.9212049479912322e-05	7.276575703395291e-05	0.0019757751760835	0.0006273422635262463	1.0
Alyref	1.6898109912872314	23.66607973582108	2.9328330982198593e-05	2.243147661629446e-05	1.52832339012129e-05	1.52832339012129e-05	1.0
Ranbp3	1.716426968574524	23.66563307813966	2.9334625617352673e-05	1.4063165992165989e-05	2.8764040590145568e-05	1.1242512279958701e-05	1.0
